word,sense,pos,ipa,gloss
rolo,hair_curler,NOUN,ˈʁolu,tuft of curled hair; hair roller
rolo,mess,NOUN,ˈʁolu,"trouble, brawl, mess"
rolo,paint_roller,NOUN,ˈʁolu,wool-covered roller with handle for painting flat surfaces
rolo,roll,NOUN,ˈʁolu,(protected: operational roster)
rolo,roll_food,NOUN,ˈʁolu,sweet or savory dish of rolled dough with filling
rolo,wax_taper,NOUN,ˈʁolu,coiled wax wick/taper
rolo,whirlpool,NOUN,ˈʁolu,"eddy, whirlpool"
rolo,tumble,VERB,ˈʁɔlu,"to roll, make spin; tumble"
seco,curt,ADJ,ˈseku,"harsh, curt; insensitive"
seco,dry,ADJ,ˈseku,deprived of water or moisture; arid
seco,dry_fruit,ADJ,ˈseku,(of fruit) having a non-fleshy pericarp
seco,dry_goods,NOUN,ˈseku,"non-liquid foodstuffs (cereals, beans, etc.)"
seco,dry_wine,ADJ,ˈseku,(of wine) with up to 4 g/L residual sugar
seco,exhausted,ADJ,ˈseku,"drained, exhausted, used up"
seco,lean,ADJ,ˈseku,"thin, lean"
seco,plain_bread,ADJ,ˈseku,(of bread) stale or eaten without accompaniment
seco,preservable_food,ADJ,ˈseku,(of food) that can be preserved; dried
seco,sandbar,NOUN,ˈseku,sandbank exposed at low tide
seco,withered,ADJ,ˈseku,no longer green; withered
seco,dry_vb,VERB,ˈsɛku,"to dry, dry up; lose moisture; wither"
sede,craving,NOUN,ˈsedɨ,"avidity, longing"
sede,thirst,NOUN,ˈsedɨ,sensation from the need to drink
sede,headquarters,NOUN,ˈsɛdɨ,"seat of a court, administration, government or institution"
sede,legal_context,NOUN,ˈsɛdɨ,scope/context (in 'em sede de')
sede,locus,NOUN,ˈsɛdɨ,point/centre where facts or phenomena concentrate
sede,seat,NOUN,ˈsɛdɨ,place to sit or settle
sede,venue,NOUN,ˈsɛdɨ,place where an event is held
sede,window_seat,NOUN,ˈsɛdɨ,fixed stone seat by a window in old buildings
selo,hallmark,NOUN,ˈselu,(protected: operational roster)
selo,punch,NOUN,ˈselu,"a punch, blow (murro)"
selo,record_label,NOUN,ˈselu,(protected: operational roster)
selo,seal_mark,NOUN,ˈselu,sign or mark left stamped; mark of guarantee
selo,sealant,NOUN,ˈselu,anything that serves to seal
selo,sign,NOUN,ˈselu,"sign, token"
selo,stain,NOUN,ˈselu,"stain, blotch"
selo,stamp,NOUN,ˈselu,postage stamp
selo,stigma,NOUN,ˈselu,"stigma, mark of distinction or shame"
selo,wax_seal,NOUN,ˈselu,signet or stamp used to authenticate documents
selo,seal,VERB,ˈsɛlu,to stamp/seal a document
sobre,about,ADP,ˈsobɾɨ,"about, concerning"
sobre,above,ADP,ˈsobɾɨ,above
sobre,after,ADP,ˈsobɾɨ,"after, behind (atrás de / após)"
sobre,along,ADP,ˈsobɾɨ,along
sobre,approximately,ADP,ˈsobɾɨ,"around, about (quantity)"
sobre,charged_on,ADP,ˈsobɾɨ,charged/levied on
sobre,on_top_of,ADP,ˈsobɾɨ,"on, on top of, over"
sobre,sail,NOUN,ˈsobɾɨ,(protected: operational roster)
sobre,somewhat,ADP,ˈsobɾɨ,"a bit, somewhat (um tanto)"
sobre,totaling,ADP,ˈsobɾɨ,out of a total of
sobre,toward,ADP,ˈsobɾɨ,in the direction of
sobre,leftover,VERB,ˈsɔbɾɨ,(protected: operational roster)
sobro,charcoal_kiln,NOUN,ˈsobɾu,choça/charcoal pile (choça de carvão)
sobro,cork_oak,NOUN,ˈsobɾu,cork oak tree (Quercus suber)
sobro,be_left_over,VERB,ˈsɔbɾu,"to be in excess, remain (sobrar 1sg)"
soco,base_band,NOUN,ˈsoku,painted horizontal band at a building's base
soco,clog,NOUN,ˈsoku,"wooden-soled footwear, clog"
soco,craton,NOUN,ˈsoku,ancient peneplained rock massif (geology)
soco,harp_base,NOUN,ˈsoku,lower part of a harp holding the soundbox
soco,loss,NOUN,ˈsoku,"damage, financial loss (prejuízo/desfalque)"
soco,pedestal,NOUN,ˈsoku,small pedestal/socle for a sculpture or cross
soco,plinth,NOUN,ˈsoku,projecting base of a wall or building/column
soco,punch,NOUN,ˈsoku,blow with a closed fist
soco,spin_top_dent,NOUN,ˈsoku,dent a spinning top makes on its target
soco,strike,VERB,ˈsɔku,to punch/strike (socar 1sg)
soldo,military_pay,NOUN,ˈsoɫdu,soldiers' pay/stipend
soldo,old_french_coin,NOUN,ˈsoɫdu,old French coin (sol/sou)
soldo,old_portuguese_coin,NOUN,ˈsoɫdu,old Portuguese coin
soldo,pay,NOUN,ˈsoɫdu,(protected: operational roster)
soldo,wage,NOUN,ˈsoɫdu,"wage, salary"
soldo,weld,VERB,ˈsɔɫdu,to weld/solder (soldar 1sg)
solto,debt_free,ADJ,ˈsoɫtu,"free of debt, discharged"
solto,intermittent,ADJ,ˈsoɫtu,"discontinuous, broken up"
solto,loose,ADJ,ˈsoɫtu,running free; set at liberty; free
solto,scattered,ADJ,ˈsoɫtu,"spread out, disaggregated"
solto,slack,ADJ,ˈsoɫtu,"not taut or tight; baggy, slack"
solto,unrestrained,ADJ,ˈsoɫtu,not repressed; licentious
solto,unrhymed,ADJ,ˈsoɫtu,not rhymed (verse)
solto,untied,ADJ,ˈsoɫtu,"not tied, undone, unfastened"
solto,release,VERB,ˈsɔɫtu,to release/untie (soltar 1sg)
soma,amount,NOUN,ˈsomɐ,quantity expressed as a number; sum of money
soma,collection,NOUN,ˈsomɐ,set formed from gathered elements
soma,soba_kind,NOUN,ˈsomɐ,a kind of soba (African chief)
soma,soma_body,NOUN,ˈsomɐ,the whole organism excluding germ cells (biology)
soma,soma_drink,NOUN,ˈsomɐ,sacred Aryan drink granting bodily immortality
soma,sum,NOUN,ˈsomɐ,act/result of adding; total
soma,add,VERB,ˈsɔmɐ,(protected: operational roster)
sopeso,heft,NOUN,suˈpezu,act/effect of hefting (deverbal)
sopeso,weigh_up,VERB,suˈpɛzu,"to heft, gauge by weight; weigh up (sopesar 1sg)"
sopro,blast,NOUN,ˈsopɾu,blast wave from an atomic detonation
sopro,breath,NOUN,ˈsopɾu,blow/puff of air from the mouth or bellows
sopro,breeze,NOUN,ˈsopɾu,"light wind, breeze"
sopro,exhalation,NOUN,ˈsopɾu,"act of expelling aspirated air; bafo, hálito"
sopro,force,NOUN,ˈsopɾu,"force, vigour"
sopro,inspiration,NOUN,ˈsopɾu,inspiration
sopro,murmur,NOUN,ˈsopɾu,abnormal sound heard on auscultation (heart/lung murmur)
sopro,remnant,NOUN,ˈsopɾu,"a remnant, trace (resto)"
sopro,sound,NOUN,ˈsopɾu,a sound
sopro,wind_section,NOUN,ˈsopɾu,the wind instruments collectively
sopro,blow,VERB,ˈsɔpɾu,to blow (soprar 1sg)
sossego,calm,NOUN,suˈseɡu,"act/effect of calming; tranquillity, peace, quiet"
sossego,rest,NOUN,suˈseɡu,"repose, rest"
sossego,soothe,VERB,suˈsɛɡu,to calm/quieten down (sossegar 1sg)
tempero,management,NOUN,tẽˈpeɾu,means of directing or regulating a business
tempero,metal_tempering,NOUN,tẽˈpeɾu,hardness and elasticity given to metals through tempering
tempero,seasoned_state,NOUN,tẽˈpeɾu,the state/condition of seasoned food
tempero,seasoning,NOUN,tẽˈpeɾu,"substance (salt, pepper, herb, spice) added to food to enhance flavour"
tempero,seasoning_act,NOUN,tẽˈpeɾu,act of seasoning or flavouring food
tempero,soothing,NOUN,tẽˈpeɾu,that which relieves or soothes
tempero,season,VERB,tẽˈpɛɾu,to add seasoning to enhance or soften flavour (1sg present of temperar)
toco,amputation_stump,NOUN,ˈtoku,what remains of a severed or amputated limb
toco,candle_end,NOUN,ˈtoku,stub of an illumination candle
toco,cudgel,NOUN,ˈtoku,short stick or cudgel
toco,mast_stub,NOUN,ˈtoku,remnant of a dismasted mast
toco,stump,NOUN,ˈtoku,part of trunk or root left in the ground after a tree is cut
toco,worn_broom,NOUN,ˈtoku,very worn-out broom
toco,play,VERB,ˈtɔku,to touch; to play (a musical instrument) (1sg present of tocar)
tola,foolish,ADJ|NOUN,ˈtolɐ,"silly, foolish, lacking good sense (feminine)"
tola,comb_clamp,NOUN,ˈtɔlɐ,kind of wooden clamp used by comb-makers
tola,head,NOUN,ˈtɔlɐ,head (colloquial)
tola,tola_tree,NOUN,ˈtɔlɐ,large West African leguminous tree yielding quality furniture wood
tola,tola_wood,NOUN,ˈtɔlɐ,the wood from the tola tree
toldo,awning,NOUN,ˈtoɫdu,canvas or other covering to shelter from sun or rain
toldo,ship_deck_cover,NOUN,ˈtoɫdu,deck covering of a ship
toldo,cloud_over,VERB,ˈtɔɫdu,"to cover with an awning; to cloud over, darken (1sg present of toldar)"
topo,act_of_bumping,NOUN,ˈtopu,act of bumping/colliding (deverbal of topar)
topo,collision,NOUN,ˈtopu,"collision, shock"
topo,extremity,NOUN,ˈtopu,"extremity, end"
topo,peak,NOUN,ˈtopu,"peak, summit (cume)"
topo,summit,NOUN,ˈtopu,highest part; top
topo,bump_into,VERB,ˈtɔpu,"to run into, bump, collide with; to accept (1sg present of topar)"
torno,around,NOUN,ˈtoɾnu,"round, vicinity (in 'em torno de' = around)"
torno,lathe,NOUN,ˈtoɾnu,lathe; apparatus that spins a wood/metal workpiece for turning
torno,tap_key,NOUN,ˈtoɾnu,key/handle of a tap or faucet
torno,turnbox,NOUN,ˈtoɾnu,revolving box at convent/asylum gates for passing items in
torno,vice,NOUN,ˈtoɾnu,iron vice tool clamping workpieces with a screw for filing
torno,wooden_peg,NOUN,ˈtoɾnu,wooden nail or peg
torno,turn,VERB,ˈtɔɾnu,to return; to give back; to reply (1sg present of tornar)
torre,bell_tower,NOUN,ˈtoʁɨ,masonry structure beside a church holding the bells
torre,high_rise,NOUN,ˈtoʁɨ,tall building for housing or offices
torre,observation_post,NOUN,ˈtoʁɨ,observation or command post
torre,rook,NOUN,ˈtoʁɨ,chess piece ranking just below the queen
torre,ship_gun_tower,NOUN,ˈtoʁɨ,raised structure on a ship's deck holding artillery
torre,tall_person,NOUN,ˈtoʁɨ,very tall person
torre,tall_structure,NOUN,ˈtoʁɨ,any tall narrow structure
torre,tank_turret,NOUN,ˈtoʁɨ,armoured movable turret of a combat tank
torre,tower,NOUN,ˈtoʁɨ,tall narrow fortified structure
torre,roast,VERB,ˈtɔʁɨ,to make dry and crisp by heat; to toast (1sg present of torrar)
transtorno,alteration,NOUN,tɾɐ̃ʃˈtoɾnu,"alteration, disruption"
transtorno,disappointment,NOUN,tɾɐ̃ʃˈtoɾnu,"disappointment, letdown"
transtorno,disorder,NOUN,tɾɐ̃ʃˈtoɾnu,(protected: operational roster)
transtorno,disorder_act,NOUN,tɾɐ̃ʃˈtoɾnu,act or effect of upsetting/disrupting
transtorno,inconvenience,NOUN,tɾɐ̃ʃˈtoɾnu,unforeseen incident or circumstance that bothers or disturbs
transtorno,loss,NOUN,tɾɐ̃ʃˈtoɾnu,"loss, damage, prejudice"
transtorno,mental_disorder,NOUN,tɾɐ̃ʃˈtoɾnu,mental or behavioural disorder (clinical)
transtorno,minor_ailment,NOUN,tɾɐ̃ʃˈtoɾnu,slight health disturbance
transtorno,upset,VERB,tɾɐ̃ʃˈtɔɾnu,"to disturb, disrupt, throw into disorder (1sg present of transtornar)"
troco,change,NOUN,ˈtɾoku,money returned when paying with a larger note/coin than the price
troco,coins,NOUN,ˈtɾoku,money in coins
troco,exchange_act,NOUN,ˈtɾoku,act of exchanging/swapping
troco,reply,NOUN,ˈtɾoku,"reply, riposte"
troco,retort,NOUN,ˈtɾoku,"response to an affront, comment or offence; retort"
troco,small_change,NOUN,ˈtɾoku,small-denomination coins/notes equivalent to a larger one
troco,exchange,VERB,ˈtɾɔku,"to swap, exchange, convert into money (1sg present of trocar)"
zelo,care,NOUN,ˈzelu,"care, attentiveness"
zelo,diligence,NOUN,ˈzelu,diligence and punctuality in a task
zelo,jealousy,NOUN,ˈzelu,jealousy
zelo,zeal,NOUN,ˈzelu,lively ardent affection for someone or something
zelo,tend,VERB,ˈzɛlu,"to take care of, watch over, be jealous of (1sg present of zelar)"
